name,stars,review_count,latitude,longitude
Good Day Cleaners,4.5,4,36.0464574,-115.2431329
CiCi's Pizza,3.0,30,36.1590199917555,-115.2004648
Office Depot,3.5,3,36.082014,-115.1214641
See Right Now With Timothy Perozek MD,4.0,14,36.1807476,-115.3155267
Dudley Cameron M DC,3.5,3,36.1962439,-115.2503522
Alios,4.0,3,36.1568217,-115.1535733
Big Lots,2.0,5,36.1161801,-115.0695177
Payless Cleaners,2.5,4,36.2371631,-115.2311991
Aqua Restaurant and Lounge,4.0,6,36.126019,-115.223389
Tacos Los Toritos,3.5,22,36.159674,-115.230569
Travelocity On Location,1.0,7,36.1202631638813,-115.147745291016
Dragon Bowl,4.0,5,36.2467584,-115.2091854
House of Bread,4.0,4,36.115417,-115.288905
Thyme In the Kitchen,3.5,3,36.1917858570814,-115.304755792022
Cvs Pharmacy,1.0,3,36.1724714,-115.0798981
J's Cleaners,2.5,7,36.2793872,-115.2033234
Lime Cleaners,4.5,3,36.0819709,-115.119512
Sally Beauty Supply,3.0,10,36.0413911,-115.1935073
Color Nails,3.5,14,36.0389767,-115.193883
Subway,3.5,3,36.0767759,-115.2428468
Roxi Floral,5.0,4,36.135635,-115.2304131
Gnc,3.5,6,36.0410492,-115.12081
Movado Group,2.5,3,36.1634676,-115.156829
7 For All Mankind,3.5,7,36.1634676,-115.156829
Smoke Shop Plus,4.5,11,36.055414,-115.241332
C & V Nails & Spa 2,4.0,29,36.055414,-115.241332
Window World Inc,2.5,3,36.069854,-115.135582
"Nielsen Greg ,DDS",3.5,3,36.2189889,-115.2736475
Starbucks,3.5,40,36.1030497,-115.1366123
Fantasy Nails,2.5,15,36.1639248,-115.2906331
OTM Fight Shop,4.5,21,36.125948,-115.189491
Sport Chalet,3.5,19,36.0648038,-115.250859
Petco,3.0,17,36.0543382315785,-115.276673151516
Las Vegas Custom Cakes,4.5,26,36.158225,-115.21314
RVN4FUN - Adventure Vacation,4.5,8,36.0779039,-115.086229
Carl's Jr,3.5,9,36.099711,-115.301434
Bank of America,3.0,12,36.0561999,-115.242314
Tottori Allergy and Asthma Associates,3.0,8,36.2192617,-115.2928767
Church's Chicken,4.0,5,36.175354,-115.061494
We Luv Flowers,3.5,6,36.1567295,-115.1536856
Aldo,3.0,4,36.07,-115.1765245
Lucky Brand Store,4.0,5,36.07,-115.1765245
Meineke Car Care Center,3.5,23,36.196647,-115.261328
SuperPawn,1.5,5,36.1578989,-115.243375
El Guanaco Restaurant,4.5,4,36.130393,-115.108235
Laos Asia Market,4.5,26,36.1305272,-115.1084585
Blockbuster Video,4.0,8,36.0411742,-115.2411534
Wienerschnitzel,3.5,13,36.0207475,-115.1247219
New Life Office,4.5,3,36.0465173,-115.183163
Open Top Sightseeing-Las Vegas,3.5,3,36.147874,-115.164336
Gex Women's Care,4.0,6,36.0583669,-115.272026
Red Rock Eyecare,2.5,3,36.100386,-115.102022
Stein Mart,3.5,5,36.2774244,-115.2065848
Beso,3.5,50,36.0808197834359,-115.222729650879
Las Vegas Zen Dog,3.0,12,36.0333146,-115.2064893
Valentina Herzog,5.0,4,36.033855,-115.11775
Robertos Taco Shop,3.5,6,36.2374767062416,-115.231295392469
Liberty Square At Providence,4.0,8,36.2898039,-115.315832
Sam's Club,3.5,40,36.0642855819261,-115.246255230951
Spring Valley Pharmacy,2.0,4,36.1400008,-115.2256822
Walgreens,2.5,8,36.0709186,-115.2981287
Green Valley Grocery #31,2.5,6,36.115492,-115.073331
Eco Cleaners,3.0,6,36.0121499,-115.1533034
Tire Works Total Car Care,4.5,9,36.194064,-115.026598
Aloha Orthodontics,5.0,14,36.278868,-115.2061906
Club Car Lounge,3.0,4,36.1223489,-115.243607
LV Nail Spa,2.5,4,36.1591572,-115.07925
Magnet Max,5.0,8,36.1094031,-115.1726815
Good Care Transmission,5.0,7,36.1003912,-115.0978263
Chicken Now,3.0,8,36.1725319,-115.197258
Axis Dental,5.0,4,36.21878,-115.314086
Office Depot,4.0,10,36.0405635,-115.1903843
Petco,3.0,20,36.038124114275,-115.195926502347
Regal Nails,2.5,3,36.0802233,-115.1214514
"Elite Heating, Cooling & Plumbing",4.0,14,36.0802005,-115.1125206
Dollar Tree,2.5,5,36.0102597,-115.1364187
Fino For Men,5.0,70,36.1435692735995,-115.250567995834
Arco Gas Station,3.0,5,36.1026497,-115.172763
Texas Market,3.0,3,36.097408,-115.029625
Alexander's Pizza,4.0,27,36.0974138,-115.0297625
AT&T,2.5,28,36.0531706996084,-115.279601289839
Zeeba Sleep Center,5.0,5,36.20548,-115.254969
Check City,4.0,4,36.0559043884277,-115.277229309082
Massage Envy Spa,3.5,20,36.277725,-115.208358
PT's,4.0,31,36.086515,-115.314902
Ridenow Powersports On Rancho,3.0,27,36.228466,-115.221522
Going Postal,5.0,3,36.218383,-115.316341
Mike Whitford - State Farm Insurance Agent,5.0,5,36.2771424,-115.2066292
AT&T,2.5,8,36.1446289,-115.2044798
Three Square,5.0,31,36.2354927,-115.0976015
Palladium Apartments,2.0,8,36.0823739,-115.053721
"Lawrence H Newman, MD",3.5,5,36.091809,-115.241994
Timbers - Novat,3.5,20,36.2216143,-115.3282707
Antojos Df,4.0,5,36.1008539,-115.0995169
Dunkin' Donuts,3.5,38,36.1593965153325,-115.3509203148
McDonald's,4.0,5,36.271468,-115.270352
Eltons,3.5,5,36.091453,-115.174111
Red Ribbon Bake Shop,3.5,23,36.1460091,-115.3010489
Gamestop,3.5,3,36.1565348,-115.2068892
Robert's Florist,4.0,13,36.143575,-115.2197172
Dcano Beauty Salon,3.0,4,36.174185,-115.081056
Blue Hawk Tavern,4.0,12,35.9725707,-115.173523
Precision Plumbing,4.5,59,36.1962373,-115.2575104
Vegas Homebrew,5.0,18,36.1591278,-115.211031
Wells Fargo Home Mortgage,3.0,3,36.038521,-115.195709
Hampton Inn & Suites Las Vegas-Red Rock/Summerlin,4.0,14,36.1119569,-115.302775
Mybullfrog.com Verizon Wireless Premium Retailer,3.5,3,36.2915193,-115.286492
Lucky Cat Tattoo,4.0,10,36.105652,-115.204443
Bank of America,3.0,5,36.1915183,-115.3047317
Arzano,3.5,9,36.08804,-115.033362
Bond Pediatrics,5.0,4,36.084107,-115.299856
Boulder Nail & Spa,3.0,9,36.11982,-115.049707
Steinberg Diagnostic Medical Imaging,3.5,13,36.074484,-115.290022
El Cochinito Contento,5.0,3,36.1151403,-115.1002721
Amigos Tacos,3.5,8,36.071844,-115.24364
A & K Body and Paint Inc,5.0,4,36.1072781,-115.1983526
Ez Pawn,2.5,4,36.167663,-115.142093
Integrative Family Medicine Limited,1.5,25,36.0787957,-115.2429747
Boba City Cafe,3.5,63,36.1129135,-115.2419048
J & A Flowers And Gifts,2.5,3,36.106217,-115.118941
Empire Bagels,3.5,39,36.07728616051,-115.298175926911
Desert Valley Therapy,4.5,4,36.2124949,-115.249985
Gerber Collision & Glass,2.5,13,36.091291,-115.208816
Asian Spa,3.5,7,36.126728,-115.201181
Floor Covering Factory Outlet,4.5,5,36.0806934,-115.1176587
Performance Footwear and Wide shoes,4.5,24,36.1439373,-115.2969659
Panorama Towers,4.0,7,36.107589,-115.182322
Chase Bank,3.5,6,36.063494,-115.24285
Button Boy Inc,5.0,3,36.075417,-115.108313
Total Safety Inc,3.0,4,36.20728,-115.298857
Premier Car wash,3.0,20,36.158592,-115.236267
Rinconcito Guanaco,4.0,3,36.152795,-115.242542
AutoZone,3.0,17,36.0136008,-115.1347553
Dress Barn,3.5,4,36.066304,-115.255162
Siegel Slots & Suites,2.5,7,36.239713,-115.063694
Bed Bath & Beyond,3.5,10,36.2787489444781,-115.2035259935
Sin City Citations,5.0,3,36.1610113,-115.1449297
Olson Iron Works and Patio Covers,3.5,5,36.2152217,-115.061855
Montti Income Tax Service,5.0,45,36.115043,-115.120493
"J or J Welder, LLC",5.0,8,36.159658,-115.104128
Air Pro Master,3.0,32,36.146382,-115.1628286
Tanya's Nail & Spa,3.0,17,36.220007,-115.276108
Speedee Mart,5.0,6,35.9990959,-115.206914
Advanced Ear Nose & Throat,4.0,3,36.2860077,-115.2852437
"Luis J Lopez-Benitez, MD",3.5,7,36.28638,-115.28544
Talk & Text AT&T Authorized Retailer,4.5,3,36.046279,-115.243346
McDonald's,3.5,9,36.064736,-115.2491039
Regal Nails,3.5,6,36.0647386,-115.2489959
Rus 2 Our,4.0,25,36.1261527,-115.1940654
Pilates+Yoga,4.5,12,36.042876,-115.1521075
7-Eleven,4.0,4,36.0624998,-115.2420006
"Lemone Bryson, DDS",4.5,7,36.090979,-115.287758
Special Nails,2.5,20,36.0216397,-115.2776613
Coach,4.0,4,36.1240615,-115.167872
Montblanc,4.5,4,36.124257,-115.168124
Nevada Direct Insurance Company,3.5,4,36.1130431,-115.1194493
Jack in the Box,2.0,9,36.04334,-115.2432315
Habitat For Humanity Restore,4.0,4,36.145351,-115.203185
Legend Cleaners,2.5,14,36.0193464,-115.2702576
Cvs Pharmacy,3.0,4,36.138943,-115.161629
"Pollock Jason, MD",4.0,4,36.0718193054199,-115.294898986816
Exotics Racing,4.5,144,36.2796198467596,-115.020172665082
Lucky's Lounge,3.5,38,36.0555312,-115.225315
Graceful Facials and Bodyworks,4.0,21,36.1411,-115.2768
"James E Smith, ESQ",5.0,6,36.1954516,-115.250136
America Dog and Cat Resort,4.0,9,36.078266,-115.095079
Black Cat Costumes,3.5,15,36.145443,-115.241174
Paradise Rentals,2.0,3,36.1440073,-115.1629335
Just Brakes,1.5,5,36.083517660478,-115.03471764393
Salon Pro,4.5,7,36.11982,-115.049707
Village Cleaners,2.5,3,36.055832,-115.120023
7-Eleven,2.5,7,36.2780541,-115.2871584
Good Day Pest Control,5.0,3,36.2870825,-115.2882705
Baked With Love Bakery,4.0,4,36.1967512,-115.2238025
Cvs Pharmacy,2.5,6,36.145448,-115.18891
Office Depot,2.5,3,36.119316607499,-115.135867129
Eastwind Dental,4.0,4,36.0420814,-115.1225258
Yanni's Gyros,4.0,99,36.011942,-115.136169
Rocky Mountain Chocolate Factory,4.0,11,36.1022441,-115.2009724
Baskin-Robbins,3.5,5,36.106381,-115.20163
Western Door and Gate LLC,4.5,5,36.0939287,-115.1936546
HalloweenMart,4.0,41,36.076717,-115.207123
Spin Cycle,4.5,8,36.0998692,-115.1185412
Fills,2.5,7,36.041285,-115.192505
ABC Stores 114,4.0,7,36.1010104,-115.1560798
Bank of America,2.5,9,36.038327,-115.195341
Nellis Cab Company,2.0,55,36.0904195,-115.202875
Jamba Juice,3.5,37,36.1582348,-115.2056775
Starbucks,3.5,48,36.07752960136,-115.297847092152
Jones and Warm Springs Am Pm,4.0,4,36.0568902,-115.2248381
Happi Nails,3.5,21,36.013277,-115.1352545
Tire Works Total Car Care,2.5,28,36.0132811,-115.1349901
Chipotle Mexican Grill,3.5,90,36.0636370866528,-115.25199074968
Realty ONE Group,4.0,6,36.1595422,-115.3297251
Hollywood Kids Academy,3.5,3,36.2356493,-115.2301374
Sprint Store,4.0,23,36.1451911,-115.1925931
Taco Bell,2.0,9,36.03648,-115.19914
Elite Eye Care,3.5,18,36.0402158688011,-115.198860168457
Jolie Nails Spa,3.5,6,36.141164,-115.119269
The Amore Cosmetics,5.0,5,36.1263644,-115.1969904
Pacific Wholesale Scooters,3.0,5,36.0829452,-115.1899212
Champion Martial Arts,3.0,9,36.2716323,-115.2646279
Labcorp,1.5,7,36.11421,-115.2598105
AA Hawaiian Bbq,3.0,7,36.218691,-115.242913
Scrubs Etc,3.0,9,36.2165213,-115.2427104
Boot Star Vegas Inc,3.0,3,36.2157122,-115.0969029
Eccoci,3.0,3,36.1277296,-115.1734742
Stash,5.0,5,36.1277296,-115.1734742
Vans,4.5,3,36.1277296,-115.1734742
Pandora Showcase,5.0,4,36.1277296,-115.1734742
Bank of America,3.0,5,36.080343,-115.119353
Rubio's Fresh Mexican Grill,4.0,45,36.020712,-115.1193523
Discount Dental,4.5,3,36.161205,-115.115609
Tory Burch,4.0,11,36.1246736570163,-115.168053053556
Sin City Brewing Company,4.0,43,36.1219833791256,-115.171406418085
Bugsy's Blinds and Custom Shutters,4.0,26,36.0740124,-115.1818842
Banfield Pet Hospital,2.5,3,36.082014,-115.1214641
David's Bridal,3.5,31,36.0633167624474,-115.250349193811
Bank of Nevada,2.0,5,36.1587828,-115.3142065
The Paramount Apartments,3.0,10,36.0337353,-115.1356244
La Paloma Funeral Services,3.5,6,36.090478,-115.045537
Abercrombie & Fitch,2.5,6,36.089494,-115.138026
Eric Andrew Collection At Town Square,4.5,4,36.089494,-115.138026
El Rey De La Piñata,4.5,11,36.1874594952358,-115.116474608398
Dee's Donuts #4,4.5,58,36.2775809,-115.2886246
Blush Salon,5.0,6,36.0739957,-115.100851
Sport Clips,3.5,3,36.0569246,-115.2795291
Walgreens,3.5,12,36.0203761,-115.1193047
Hermès,5.0,11,36.1245269930789,-115.146243253967
Findlay Honda,4.0,47,36.2748645,-115.2600091
Bodyheat Tanning,3.0,17,36.0532184082584,-115.281033924425
Hertz Rent A Car,2.0,4,36.276035,-115.280533
Big 5 Sporting Goods,3.5,8,36.2827328,-115.2875523
Randall Chiropractic & Rehabilitation,4.5,4,36.1539545872534,-115.11474609375
Tan Factory,3.5,7,36.1146675,-115.3061509
My Angels Touch,1.0,7,36.1440071,-115.1957609
Shoe Lab,3.5,3,36.016903,-115.117518
Lowe's Home Improvement,3.5,15,36.084292818591,-115.122101987
Halloween Express,2.5,3,36.0089493,-115.1164472
Harmon Theatre At Krave,3.5,3,36.1107749,-115.1721858
Jjc Clocks and Antiques,5.0,4,36.155679,-115.154125
Romy Park OD Professional Corp,3.5,3,36.123178,-115.24611
The Karaoke Bar,1.0,3,36.1275041,-115.2248067
Quiznos,1.5,8,36.2779396,-115.2881526
Wells Fargo Bank,4.0,4,36.2794882,-115.2071197
Top Producer Printing,1.5,6,36.094117,-115.200624
San Salvador Restaurant,3.5,6,36.2029769,-115.2412101
Subway,3.5,11,36.2912061,-115.315539
Oakley Store,3.0,5,36.0684803,-115.1776797
Lids,3.0,4,36.068759,-115.176827
Gymboree,4.0,3,36.0680069,-115.1763677
Best Western PLUS North Las Vegas Inn & Suites,4.0,16,36.242053,-115.104153
Albertsons,2.5,19,36.1892840266228,-115.259926021099
Shane O'Neal Photography,3.5,7,36.099566,-115.198539
Travelsuites Inn,2.0,4,36.1370456,-115.1619246
Tropical Smoothie Cafe,2.5,20,36.1596183,-115.2330307
Talk & Text AT&T Authorized Retailer,4.0,8,36.1263143,-115.2038026
Marketon,3.5,14,36.0986974,-115.1168312
Port of Subs,2.5,16,36.072377,-115.2428612
Cardenas Market,4.5,27,36.1725009,-115.078992
Starbucks,3.0,4,36.281353,-115.2677906
Subway,2.5,5,36.219354,-115.296681
Nevada Spine & Disk,5.0,7,36.031545,-115.118916
Desert Car Wash,4.5,12,36.26332,-115.267027
Best Mattress,3.5,6,36.159366,-115.279257
Carpets N More,1.0,4,36.0939819,-115.198693
0 007 Lock 1 Service,1.5,3,36.1441408,-115.2771611
Mybullfrog.com Verizon Wireless Premium Retailer,5.0,3,36.1430666,-115.0661337
Blue Dogs Pub,4.0,8,36.1008539,-115.0995169
Eyebrows R US,4.5,8,36.1742249,-115.0667048
Fashion Nails & Spa,3.0,23,36.2750372,-115.2069003
Mom & Pop's Cleaners,4.5,5,36.2750372,-115.2069003
Food 4 Less,3.5,8,36.174377,-115.096331
Rain Salon Studios,4.5,13,36.2750372,-115.2069003
Canyon Pointe Apartment Homes,1.0,6,36.108914,-115.055244
The Bronstein Hand Center,2.0,5,36.121455,-115.313425
Castle of Cakes,3.0,15,36.006928,-115.146662
Starbucks,3.5,31,36.290313,-115.287318
Bike King,2.5,4,36.049579,-115.243642
The UPS Store,4.0,9,36.042490079999,-115.243338569999
Bellissima Nails & Spa,4.0,17,36.0998165,-115.2255016
Great Clips,3.0,8,36.0998165,-115.2255016
Subway,2.0,6,36.099828,-115.2290633
Converse Inc,4.0,4,36.1651352,-115.1559824
Public Storage,5.0,3,36.080507,-115.02911
The Vitamin Shoppe,4.0,18,36.159629012893,-115.288042478695
Centurylink,1.0,3,36.168759,-115.194117
Monaco Law Group Ltd the,1.0,3,36.125757,-115.182794
Baja Fresh,3.5,22,36.1595569,-115.287478
Hancock Fabrics,4.0,9,36.0107374,-115.1340644
Hertz Rent A Car,3.0,59,36.0626691,-115.1661947
Panda Express,3.0,8,36.264155,-115.256172
Panda Express,2.0,4,36.1658210754395,-115.143197059631
Perry Ellis,4.5,4,36.0503102,-115.1714025
Gardens Cosmetic & Family Dentistry,4.5,5,36.1251035,-115.3260627
King Putt,4.0,41,36.1970917,-115.250169
Just Smiles,4.0,17,36.114286,-115.121097
Wild West Horseback Adventures,5.0,6,36.074808,-115.11685
University Urgent Care,3.0,4,36.15928,-115.177507
Mattress Discounters,1.5,3,36.0079139,-115.1157058
Best Mattress,5.0,5,36.2774476,-115.2068052
Pepe's Tacos 3,3.5,45,36.1163187,-115.0693311
Psychic Eye Book Shops,3.0,3,36.0153561,-115.1185146
Southwest Neck & Back Clinic,5.0,3,36.127536,-115.280521
Serenity Nails and Spa,3.5,17,36.084285,-115.297612
The Junk Queen,5.0,3,36.1258048,-115.2271867
FedEx Office Print & Ship Center,3.5,5,36.2396748,-115.2292691
Bank of America,2.5,8,36.013802,-115.154142
Cici's Pizza,3.5,24,36.2153551,-115.2427084
Soho Lofts,4.5,3,36.1799261,-115.1337909
Mattress Firm Inc-Mfi 5429,5.0,3,36.0847184,-115.1188815
Olocuilta Restaurant,3.0,5,36.1588445,-115.1259564
CVS Pharmacy,2.5,29,36.160138,-115.322288
Mariscos Vallarta,4.0,28,36.100001,-115.07741
Rock the Tea,4.5,12,36.0749889,-115.1886166
Bronzed,4.5,21,36.056603,-115.2784561
Subway,2.5,4,36.1031106,-115.1564851
Anytime Fitness,5.0,5,36.2073929,-115.3029495
Bella Grande Nails & Spa,3.0,36,36.2638103,-115.256869
Hampton Inn & Suites Las Vegas Airport,4.0,34,36.0701839,-115.1196125
Asap Mail & Copy Center,4.0,4,36.1670152,-115.0619719
Instyle Nails,4.0,12,36.195513,-115.248106
Rush Hour Tavern,4.5,7,36.0706360530083,-115.087681061516
Sammy's Woodfired Pizza and Grill,3.5,80,36.1158435,-115.2999059
Avis Rent A Car,5.0,3,36.127851,-115.135701
AT&T,2.5,16,36.0368617,-115.1991157
Customistic,5.0,12,36.142663,-115.2094889
Joleon Salon and Day Spa,4.5,5,36.070648,-115.089518
The Home Depot,3.5,44,36.0623176,-115.2448093
ProServ,3.5,16,36.092697,-115.040784
Walgreens,2.0,14,36.055003103502,-115.27847332558
Eddie D's,4.0,83,36.064115,-115.241693
Groomingdales,2.0,17,36.1238325,-115.2794069
The Jungle Zone,5.0,44,36.1238755,-115.279439
Burrito's Juarez,4.0,23,36.1238325,-115.2794069
The Pilates Studio,4.0,9,36.1154213,-115.3001633
JetBlue,3.5,34,36.08609,-115.14711
Xpress Spas,4.0,10,36.08609,-115.14711
7-Eleven,4.5,3,36.1437067,-115.1771433
Great Clips,3.0,18,36.054208,-115.242188
Guardian Pest Defense,2.5,3,36.1304438,-115.1866627
Texas Bbq Cafe,3.5,4,36.11492,-115.237825
Dry Dock Boat Sales,3.5,3,36.127026,-115.081311
Diamond Nails & Spa,4.5,272,36.047815,-115.244075
Elite Hair Salon,5.0,3,36.1442174,-115.1931089
Lee's Discount Liquor,4.0,27,36.0550563,-115.2834396
Polo Cleaners,2.0,4,36.01458,-115.153832
Quick & Clean Car Wash,4.5,8,36.1303399,-115.066048
Solari Hospice Care,4.0,4,36.0879716,-115.2249895
Buy Low,3.0,4,36.1884285,-115.1547171
Kings Appliance Repair,2.5,8,36.0703828,-115.1004248
Subway,2.0,5,36.1698382,-115.1433842
Timbers - Durango,3.0,45,36.2890699,-115.288482
Mold Eliminators,4.0,6,36.1950731,-115.1939844
AutoZone,4.0,13,36.0850801,-115.2961304
New Eyes - Las Vegas,4.5,6,36.165988,-115.167437
Dad's Garage Auto Repair,5.0,9,36.249878477092,-115.226887968262
Mountain View Oral Surgery,3.0,3,36.204858,-115.2458352
Gnc,3.0,4,36.1251152,-115.1371866
Hertz,1.0,3,36.142521,-115.122036
Popeyes Chicken,2.5,21,36.0835722,-115.0317472
Subway,3.0,3,36.083612831016,-115.032739669428
Couture Cleaner the,3.5,3,36.094042,-115.184967
7-Eleven,4.0,7,36.302729893532,-115.28172865633
My Auto Service,4.0,23,36.264064,-115.267099
Bodyheat Tanning,3.5,6,35.9965752,-115.2075342
Lt Nail and Spa,4.5,13,36.098582,-115.242545
Foxy Nails Spa,2.5,3,36.145089,-115.0486904
Real Estate by Design,2.5,5,36.144975,-115.269395
Hotties Haircuts Salon,4.5,38,36.015956,-115.119349
Starbucks,3.5,15,36.1284289,-115.314551
Fany's Tailor & Dry Cleaning,3.0,7,36.1284289,-115.314551
Island Grill,4.5,5,36.124423,-115.146372
The UPS Store,3.5,15,36.112818006428,-115.242131759491
Bank of America,4.0,4,36.041378,-115.151932
inkfx,5.0,8,36.112862,-115.201391
Sound Security Inc,2.0,4,36.112862,-115.201391
Credit Source One,1.0,4,36.0737809,-115.116842
Mundo Restaurant,4.0,339,36.167659,-115.156241
Broadstone Montecito Llc,2.5,7,36.3065333,-115.291862
Ideal Eyecare,1.5,5,36.0791798,-115.2977675
Farmer Boys,4.0,123,36.0839728,-115.2084771
Belly Wrap Boutique & Spa,3.0,20,36.0779435,-115.2963425
Desert Institute of Spine Care,2.5,6,36.069652,-115.296486
Apache Joes Bar & Grill,3.0,9,36.0983753,-115.0299426
Supercuts,3.5,6,36.041491,-115.193322
Subway,3.0,10,36.0372403,-115.1977794
"Shannon Chandler, OD",5.0,5,36.0369348109587,-115.195613740723
Ben Gioielli & Co,3.0,7,36.121239,-115.171338
Mosaic Salon Boutique,5.0,63,36.0146273,-115.117155
Dapper Dogs Salon,4.0,5,36.1591236,-115.2515254
Los Huicholes,4.5,13,36.1718896,-115.1157352
A Vegas Computer Doctor,5.0,5,36.1590809,-115.2190512
Tow Guys Inc,1.0,8,36.2114059,-115.061726
Cold Stone Creamery,2.5,18,36.2811604,-115.2862151
Friendly Hobbies,5.0,3,36.2257601643959,-115.217395935871
Euphoria,5.0,7,36.3007,-115.2355
"Allen Sarac's Professional Karate Centers, Inc",5.0,3,36.089564,-115.2974352
Tech Mail,5.0,33,36.089564,-115.2974352
Absolute Dental,1.5,5,36.162928,-115.063567
Tire Works Total Car Care,2.5,14,36.0823820478424,-115.031066949943
Ann Taylor Factory,4.5,4,36.0549288,-115.1691493
Fossil Store,4.5,4,36.0681269,-115.1750358
Drive & Go,3.5,3,36.147829,-115.102665
Melendez Auto Service & Tire #2,2.5,3,36.100366,-115.115927
Steve Madden Retail,4.5,3,36.0673934,-115.1722333
bebe,4.5,7,36.0692659,-115.1773372
AAMCO Transmissions & Total Car Care,3.5,3,36.148612,-115.2435942
Labcorp,2.5,15,36.19814,-115.281708
Aloha Pet Grooming,2.0,8,36.0719073,-115.2982544
Reza Athari & Associates,3.5,3,36.0768181,-115.1012287
Monitronics,1.5,6,36.093753,-115.09927
Cleansweep Landscape Design,3.0,3,36.083903,-115.078496
Sun's Beef Jerky,5.0,4,36.15851,-115.150999
The Coffee Bean & Tea Leaf,4.0,51,36.0773302,-115.2432798
Asian Seafood Market,3.0,17,36.0292133,-115.1165777
Esplanade Apartment Homes,2.5,6,36.060161,-115.283271
Lee's Auto Care & Fleet Services,4.5,24,36.0886494,-115.2074167
Panda Express,4.0,5,36.15748,-115.079768
Nacho Mobile Auto Repair,4.5,7,36.135709,-115.1757
Compudoc Computer Repair,5.0,28,36.1639087,-115.2236778
Vitality Medical & Wellness Center,4.0,8,36.0836804,-115.2975316
Water Wings Swim School,3.0,4,36.307828,-115.279261
Hemingway's Fine Cigars & Accessories,4.5,5,36.2182872,-115.2427543
Ma Dang,4.0,19,36.1421289,-115.1423943
Port Of Subs,3.0,14,36.2900356,-115.2876391
Puppy Boutique,4.0,22,36.238728,-115.233117
Washworks Rainbow,2.5,5,36.057369,-115.243544
European Massage Therapy School,4.5,27,36.145776,-115.30068
Nevada Only LLC,2.5,3,36.135826,-115.184471
Barking Dogs Self-Wash & Grooming,4.5,100,36.0186064,-115.2712775
McDonald's,2.5,16,36.2799228,-115.2068752
Gecko Wraps,2.5,3,36.2736959733791,-115.020718574524
Tri State Dental,1.0,5,36.0132671,-115.1540192
Onyx Restaurant At  Bogey's,3.5,9,36.2631315,-115.2655165
Greg A Bowman DDS,3.5,3,36.1450364,-115.2658129
Talley Jeaniene A MD,4.0,3,36.28638,-115.28544
Linh's Alterations,4.5,31,36.0140925,-115.1349295
Pamper Me Spa & Salon,3.5,18,36.2396659,-115.2325013
Sunset Clinic,2.5,5,36.1727007,-115.0973464
Radiant Smiles,4.0,6,36.1510101,-115.065835
Anytime Fitness,4.0,8,36.0762132522517,-115.298573126715
Any Lab Test Now Las Vegas,3.5,3,36.1800364404917,-115.242129564285
Palacio Apartments,3.5,11,36.298173,-115.290844
Park Hill Family Practice,2.0,4,36.145016,-115.255936
Roberto's Taco Shop,3.5,18,36.060423,-115.224332
Bow Wow Meow Pet Grooming,3.5,5,36.2394009,-115.2493787
Tire Works Total Car Care,2.0,51,36.0204178,-115.2769392
Smith's Food & Drug Centers,4.0,33,36.2906779,-115.2856512
Pacific Buffet,2.5,10,36.272939,-115.2665268
Pilates 4 U,5.0,5,36.2103661,-115.2806472
Styles For Less,2.5,7,36.0393162,-115.1931623
Dooney & Bourke,4.0,4,36.1651313,-115.1559791
Auto Tech,4.0,15,36.1659258,-115.2594157
Instyle Nails,4.0,21,36.1114876,-115.2971038
Walgreens,3.0,22,36.132663,-115.163493
Taco Bell,3.5,3,36.12974,-115.06516
Scrubs & Beyond,3.0,13,36.0100651,-115.1177417
Chaney Naomi MD,3.5,7,36.091181,-115.240944
Mike O'callaghan Federal Hospital - Nellis AFB,3.0,28,36.2451310445611,-115.048772054364
Ilori,4.5,4,36.109276,-115.173565
Acerno Villas,4.0,4,36.063704916485,-115.299958352115
El Birotazo,4.0,25,36.1590223,-115.082813
Cold Stone Creamery,4.5,4,36.199364,-115.241754
Autozone,2.5,3,36.1300976,-115.0646982
Walgreens,2.5,14,36.0127927,-115.1554942
Rainbow Market,3.5,3,36.1293263,-115.0656728
Dollar Tree,3.5,11,36.0423217,-115.1917939
Best Bite Dental,3.5,5,36.020478,-115.2672947
Pizza Hut,3.0,17,36.020917948325,-115.267488816024
Blue Diamond Florist,3.5,5,36.0209438,-115.267744
Rhapsodielle,3.5,39,36.0205547,-115.1189392
Walgreens,3.0,27,36.0209539,-115.2783977
Alpha Mailbox,4.5,3,36.2172829,-115.2414216
Spring Nails & Spa,3.5,3,36.1942807,-115.2058679
CenturyLink,1.5,25,36.1012008,-115.2969571
Talk & Text AT&T Authorized Retailer,3.5,5,36.1605429,-115.320922
Centennial Hills YMCA,3.5,18,36.2821375,-115.2638018
Adelson Educational Campus,4.5,3,36.2007902,-115.3059053
Precision Tune Auto Care,3.5,26,36.0284749,-115.1188079
Juicy Couture Specialty,4.5,4,36.0685565,-115.1760712
Victoria's Secret,3.5,17,36.0685565,-115.1760712
English Laundry,5.0,4,36.068759,-115.176827
Smile Design Center,5.0,3,36.0774275,-115.2985331
Stark Beatrice DDS,5.0,6,36.1572617,-115.2925305
T-Mobile,3.0,4,36.278881,-115.2066638
Cupkates,4.0,30,36.1681641,-115.2870375
Hillcrest Dental,5.0,15,36.221024,-115.3286729
Las Vegas Auto Air & Service Center,5.0,3,36.124872,-115.224211
Dana's Nails and Spa,4.0,10,36.1151414589135,-115.275743322754
Smoothie King,2.0,25,36.2807033,-115.2654758
Wells Fargo Bank,3.0,3,36.2187988,-115.3243688
